1 | Completable | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Flowable | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | complete | METHOD_INVOCATION | return Completable.complete();
1 | Completable | METHOD_INVOCATION | Completable.complete()
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | complete | METHOD_INVOCATION | return Completable.complete();
1 | Completable | METHOD_INVOCATION | Completable.complete()
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Single | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | complete | METHOD_INVOCATION | return Completable.complete();
1 | Completable | METHOD_INVOCATION | Completable.complete()
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Maybe | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | complete | METHOD_INVOCATION | return Completable.complete();
1 | Completable | METHOD_INVOCATION | Completable.complete()
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | complete | METHOD_INVOCATION | return Completable.complete();
1 | Completable | METHOD_INVOCATION | Completable.complete()
1 | Single | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.create(group).test()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(group).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(group).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getReferenceType(), createdGroup.getReferenceId(), createdGroup.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(group).blockingGet()
1 | Single | test | METHOD_INVOCATION | final TestObserver<Group> testUpdate = repository.update(toUpdate).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(toUpdate.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(group).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getId()).test()
1 | Completable | test | METHOD_INVOCATION | final TestObserver<Void> testDelete = repository.delete(createdGroup.getId()).test()
1 | Maybe | blockingGet | METHOD_INVOCATION | final Group existAfterDelete = repository.findById(createdGroup.getId()).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup1 = repository.create(group1).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup2 = repository.create(group2).blockingGet()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Group>> testObserver = repository.findByMember(member1).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findByMember(member1).toList().test
1 | Single | test | METHOD_INVOCATION | testObserver = repository.findByMember(member2).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findByMember(member2).toList().test
1 | Single | blockingGet | METHOD_INVOCATION | List<Group> emptyList = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet()
1 | Flowable | toList | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(buildGroup()).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(item).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | List<Group> groupOfDomain = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet()
1 | Flowable | toList | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | groupOfDomain = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet()
1 | Flowable | toList | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | List<Group> emptyList = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet()
1 | Flowable | toList | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).toList().blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(buildGroup()).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(item).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | Page<Group> groupOfDomain = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 0, 20).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | groupOfDomain = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 0, 5).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | groupOfDomain = repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 1, 5).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(buildGroup()).blockingGet()
1 | Single | test | METHOD_INVOCATION | final TestObserver<List<Group>> testObserver = repository.findByIdIn(ids).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findByIdIn(ids).toList().test
1 | Single | blockingGet | METHOD_INVOCATION | Group createdGroup = repository.create(group).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findByName(group.getReferenceType(), group.getReferenceId(), group.getName()).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(group).blockingGet();
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findByName(group.getReferenceType(), group.getReferenceId(), "unknown").test()
1 | Single | blockingGet | METHOD_INVOCATION | AccessPolicy apCreated = repository.create(accessPolicy).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<AccessPolicy> testObserver = repository.findById(apCreated.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | AccessPolicy apCreated = repository.create(accessPolicy).blockingGet()
1 | Single | test | METHOD_INVOCATION | TestObserver<AccessPolicy> testObserver = repository.update(toUpdate).test()
1 | Single | blockingGet | METHOD_INVOCATION | AccessPolicy apCreated = repository.create(accessPolicy).blockingGet()
1 | Completable | test | METHOD_INVOCATION | TestObserver<Void> testObserver = repository.delete(apCreated.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicyOtherDomain).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<AccessPolicy>> testObserver = repository.findByDomain(DOMAIN_SINGLE, 0, 20).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicyOtherDomain).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<AccessPolicy>> testObserver = repository.findByDomain(DOMAIN10, 0, totalCount + 1).test()
1 | Single | test | METHOD_INVOCATION | testObserver = repository.findByDomain(DOMAIN10, 0, totalCount / 2).test()
1 | Single | test | METHOD_INVOCATION | testObserver = repository.findByDomain(DOMAIN10, 1, totalCount / 2).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy2).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy3).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<List<AccessPolicy>> testObserver = repository.findByDomainAndResource(DOMAIN_ID, RESOURCE_ID).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findByDomainAndResource(DOMAIN_ID, RESOURCE_ID).toList().test
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy2).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(accessPolicy3).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<List<AccessPolicy>> testObserver = repository.findByResources(Arrays.asList(RESOURCE_ID, RESOURCE_ID + "2")).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findByResources(Arrays.asList(RESOURCE_ID, RESOURCE_ID + "2")).toList().test
1 | Maybe | test | METHOD_INVOCATION | final TestObserver<Email> testObserver = repository.findById("unknownId").test()
1 | Single | blockingGet | METHOD_INVOCATION | Email createdEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Email createdEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getReferenceType(), createdEmail.getReferenceId(), createdEmail.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Email createdEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Email> updatedEmail = repository.update(updatableEmail).test()
1 | Single | blockingGet | METHOD_INVOCATION | Email createdEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Completable | blockingGet | METHOD_INVOCATION | repository.delete(createdEmail.getId()).blockingGet();
1 | Maybe | test | METHOD_INVOCATION | testObserver = repository.findById(createdEmail.getId()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Single | blockingGet | METHOD_INVOCATION | (email)->repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet()
1 | Single | map | METHOD_INVOCATION | repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = repository.findAll().map(Email::getId).test()
1 | Flowable | map | METHOD_INVOCATION | repository.findAll().map(Email::getId).test
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Single | blockingGet | METHOD_INVOCATION | (email)->repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet()
1 | Single | map | METHOD_INVOCATION | repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | (email)->repository.create(buildEmail()).blockingGet()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID).map(Email::getId).test()
1 | Flowable | map | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID).map(Email::getId).test
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Single | blockingGet | METHOD_INVOCATION | (email)->repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet()
1 | Single | map | METHOD_INVOCATION | repository.create(email).map((e)->{
    email.setId(e.getId());
    return e;
}).blockingGet
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(email).blockingGet();
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID).map(Email::getId).test()
1 | Flowable | map | METHOD_INVOCATION | repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID).map(Email::getId).test
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(email).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | Email templateEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testMaybe = repository.findByTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, "MyTemplateId").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(email).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | Email templateEmail = repository.create(email).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testMaybe = repository.findByClientAndTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID, "MyTemplateId").test()
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create(alertNotifier).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.findById(alertNotifierCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertNotifierRepository.findById("UNKNOWN").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.create(alertNotifier).test()
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create(alertNotifier).blockingGet()
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.update(updatedAlertNotifier).test()
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create(alertNotifier).blockingGet()
1 | Completable | test | METHOD_INVOCATION | TestObserver<Void> testObserver1 = alertNotifierRepository.delete(alertNotifierCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertNotifierRepository.findById(alertNotifierCreated.getId()).test().assertEmpty
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create(alertNotifierToCreate).blockingGet()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Single | blockingGet | METHOD_INVOCATION | final AlertNotifier alertNotifierUpdated = alertNotifierRepository.update(alertNotifierCreated).blockingGet()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = alertNotifierRepository.create(alertNotifierToCreate1).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | alertNotifierRepository.create(alertNotifierToCreate2).blockingGet();
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Single | blockingGet | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = alertNotifierRepository.create(alertNotifierToCreate1).blockingGet()
1 | Single | blockingGet | METHOD_INVOCATION | alertNotifierRepository.create(alertNotifierToCreate2).blockingGet();
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(botDetection).blockingGet();
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<BotDetection> testSubscriber = repository.findByReference(ReferenceType.DOMAIN, "testDomain").test()
1 | Single | blockingGet | METHOD_INVOCATION | BotDetection bdetectionCreated = repository.create(bdectection).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.findById(bdetectionCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | repository.findById("test").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.create(bDetection).test()
1 | Single | blockingGet | METHOD_INVOCATION | BotDetection botDetectionCreated = repository.create(botDetection).blockingGet()
1 | Single | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.update(bDetection).test()
1 | Single | blockingGet | METHOD_INVOCATION | BotDetection botDetectionCreated = repository.create(botDetection).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.findById(botDetectionCreated.getId()).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = repository.delete(botDetectionCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | repository.findById(botDetectionCreated.getId()).test().assertEmpty
1 | Maybe | test | METHOD_INVOCATION | final TestObserver<Form> testObserver = repository.findById("unknownId").test()
1 | Single | blockingGet | METHOD_INVOCATION | Form createdForm = repository.create(form).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Form createdForm = repository.create(form).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getReferenceType(), createdForm.getReferenceId(), createdForm.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | Form createdForm = repository.create(form).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Form> updatedForm = repository.update(updatableForm).test()
1 | Single | blockingGet | METHOD_INVOCATION | Form createdForm = repository.create(form).blockingGet()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Completable | blockingGet | METHOD_INVOCATION | repository.delete(createdForm.getId()).blockingGet();
1 | Maybe | test | METHOD_INVOCATION | testObserver = repository.findById(createdForm.getId()).test()
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(form).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(buildForm()).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Form>> testObserver = repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID).toList().test()
1 | Flowable | toList | METHOD_INVOCATION | repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID).toList().test
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(form).blockingGet();
1 | Single | blockingGet | METHOD_INVOCATION | repository.create(form).blockingGet();
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Form>> testObserver = repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID).toList().test()
