1 | Mono | IMPORT
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | return Mono.empty();
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(group).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(group).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(group).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(group).block()
1 | Mono | block | METHOD_INVOCATION | final Group existAfterDelete = repository.findById_migrated(createdGroup.getId()).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup1 = repository.create_migrated(group1).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup2 = repository.create_migrated(group2).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByMember_migrated(member1).collectList())
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByMember_migrated(member2).collectList())
1 | Mono | block | METHOD_INVOCATION | List<Group> emptyList = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(buildGroup()).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(item).block();
1 | Mono | block | METHOD_INVOCATION | List<Group> groupOfDomain = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block
1 | Mono | block | METHOD_INVOCATION | List<Group> emptyList = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID).collectList().block
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(buildGroup()).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(item).block();
1 | Mono | block | METHOD_INVOCATION | Page<Group> groupOfDomain = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID, 0, 20).block()
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID, 0, 5).block()
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = repository.findAll_migrated(ReferenceType.DOMAIN, DOMAIN_ID, 1, 5).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(buildGroup()).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByIdIn_migrated(ids).collectList())
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = repository.create_migrated(group).block()
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(group).block();
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = repository.create_migrated(accessPolicy).block()
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = repository.create_migrated(accessPolicy).block()
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = repository.create_migrated(accessPolicy).block()
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicyOtherDomain).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicyOtherDomain).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy2).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy3).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByDomainAndResource_migrated(DOMAIN_ID, RESOURCE_ID).collectList())
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy2).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(accessPolicy3).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByResources_migrated(Arrays.asList(RESOURCE_ID, RESOURCE_ID + "2")).collectList())
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | (email)->repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(repository.findAll_migrated().map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | (email)->repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Mono | block | METHOD_INVOCATION | (email)->repository.create_migrated(buildEmail()).block()
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(repository.findAll_migrated(ReferenceType.DOMAIN, FIXED_REF_ID).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | (email)->repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | repository.create_migrated(email).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(email).block();
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(repository.findByClient_migrated(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(email).block();
1 | Mono | block | METHOD_INVOCATION | Email templateEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(email).block();
1 | Mono | block | METHOD_INVOCATION | Email templateEmail = repository.create_migrated(email).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create_migrated(alertNotifier).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create_migrated(alertNotifier).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create_migrated(alertNotifier).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = alertNotifierRepository.create_migrated(alertNotifierToCreate).block()
1 | Mono | block | METHOD_INVOCATION | final AlertNotifier alertNotifierUpdated = alertNotifierRepository.update_migrated(alertNotifierCreated).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = alertNotifierRepository.create_migrated(alertNotifierToCreate1).block()
1 | Mono | block | METHOD_INVOCATION | alertNotifierRepository.create_migrated(alertNotifierToCreate2).block();
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = alertNotifierRepository.create_migrated(alertNotifierToCreate1).block()
1 | Mono | block | METHOD_INVOCATION | alertNotifierRepository.create_migrated(alertNotifierToCreate2).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(botDetection).block();
1 | Mono | block | METHOD_INVOCATION | BotDetection bdetectionCreated = repository.create_migrated(bdectection).block()
1 | Mono | block | METHOD_INVOCATION | BotDetection botDetectionCreated = repository.create_migrated(botDetection).block()
1 | Mono | block | METHOD_INVOCATION | BotDetection botDetectionCreated = repository.create_migrated(botDetection).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(form).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(buildForm()).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findAll_migrated(ReferenceType.DOMAIN, FIXED_REF_ID).collectList())
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(form).block();
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(form).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(repository.findByClient_migrated(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID).collectList())
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(form).block();
1 | Mono | block | METHOD_INVOCATION | Form templateForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | repository.create_migrated(form).block();
1 | Mono | block | METHOD_INVOCATION | Form templateForm = repository.create_migrated(form).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = alertTriggerRepository.create_migrated(alertTrigger).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = alertTriggerRepository.create_migrated(alertTrigger).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = alertTriggerRepository.create_migrated(alertTrigger).block()
1 | Mono | block | METHOD_INVOCATION | alertTriggerRepository.create_migrated(alertTriggerToCreate).block();
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = alertTriggerRepository.create_migrated(alertTriggerToCreate).block()
1 | Mono | block | METHOD_INVOCATION | final AlertTrigger alertTriggerUpdated = alertTriggerRepository.update_migrated(alertTriggerCreated).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = alertTriggerRepository.create_migrated(alertTriggerToCreate).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated1 = alertTriggerRepository.create_migrated(alertTriggerToCreate1).block()
1 | Mono | block | METHOD_INVOCATION | alertTriggerRepository.create_migrated(alertTriggerToCreate2).block();
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated1 = alertTriggerRepository.create_migrated(alertTriggerToCreate1).block()
1 | Mono | block | METHOD_INVOCATION | alertTriggerRepository.create_migrated(alertTriggerToCreate2).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(application).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(application).block();
1 | Mono | block | METHOD_INVOCATION | Application createdApplication = applicationRepository.create_migrated(application).block()
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app2).block();
1 | Mono | block | METHOD_INVOCATION | Application appCreated = applicationRepository.create_migrated(app).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = applicationRepository.create_migrated(app).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = applicationRepository.create_migrated(app).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = applicationRepository.create_migrated(app).block()
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app2).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app2).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app3).block();
1 | Mono | block | METHOD_INVOCATION | applicationRepository.create_migrated(app4).block();
1 | Mono | block | METHOD_INVOCATION | domainRepository.create_migrated(domain).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(domainRepository.findAll_migrated().collectList())
1 | Mono | block | METHOD_INVOCATION | domainRepository.create_migrated(domain).block();
1 | Mono | block | METHOD_INVOCATION | domainRepository.create_migrated(otherDomain).block();
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = domainRepository.create_migrated(domain).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = domainRepository.create_migrated(domain).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = domainRepository.create_migrated(domain).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = domainRepository.create_migrated(domain).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = domainRepository.create_migrated(domainToCreate).block()
1 | Mono | block | METHOD_INVOCATION | final Domain domainUpdated = domainRepository.update_migrated(domainCreated).block()
1 | Mono | block | METHOD_INVOCATION | domainRepository.create_migrated(domain).block();
1 | Mono | block | METHOD_INVOCATION | Monitoring monitoringCreated = RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoring)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block();
1 | Mono | block | METHOD_INVOCATION | final Monitoring monitoringCreated = RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block();
1 | Mono | block | METHOD_INVOCATION | credentialRepository.create_migrated(credential).block();
1 | Mono | block | METHOD_INVOCATION | credentialRepository.create_migrated(credential).block();
1 | Mono | block | METHOD_INVOCATION | credentialRepository.create_migrated(credential).block();
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = credentialRepository.create_migrated(credential).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = serviceResourceRepository.create_migrated(resource).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = serviceResourceRepository.create_migrated(resource).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = serviceResourceRepository.create_migrated(resource).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = serviceResourceRepository.create_migrated(resource).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint cratedEntrypoint = entrypointRepository.create_migrated(entrypoint).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = entrypointRepository.create_migrated(entrypoint).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = entrypointRepository.create_migrated(entrypoint).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = entrypointRepository.create_migrated(entrypoint).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = installationRepository.create_migrated(installation).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = installationRepository.create_migrated(installation).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = installationRepository.create_migrated(installation).block()
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user).block();
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = organizationUserRepository.create_migrated(user).block()
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user3).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user3).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user3).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user3).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user1).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user).block();
1 | Mono | block | METHOD_INVOCATION | organizationUserRepository.create_migrated(user2).block();
1 | Mono | block | METHOD_INVOCATION | Organization organizationCreated = organizationRepository.create_migrated(organization).block()
1 | Mono | block | METHOD_INVOCATION | Organization organizationCreated = organizationRepository.create_migrated(organization).block()
1 | Mono | block | METHOD_INVOCATION | Organization organizationCreated = organizationRepository.create_migrated(organization).block()
1 | Mono | block | METHOD_INVOCATION | assertNotNull(organizationRepository.findById_migrated(organizationCreated.getId()).block())
1 | Mono | block | METHOD_INVOCATION | assertNull(organizationRepository.findById_migrated(organizationCreated.getId()).block())
1 | Mono | block | METHOD_INVOCATION | Organization organizationCreated = organizationRepository.create_migrated(organization).block()
1 | Mono | block | METHOD_INVOCATION | Organization organizationCreated2 = organizationRepository.create_migrated(organization2).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(organizationRepository.findByHrids_migrated(Collections.singletonList("Hrid1")).collectList())
1 | Mono | block | METHOD_INVOCATION | Flow flowCreated = flowRepository.create_migrated(flow).block()
1 | Mono | block | METHOD_INVOCATION | Flow flow2Created = flowRepository.create_migrated(flow2).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(flowRepository.findAll_migrated(ReferenceType.DOMAIN, "DOMAIN1").collectList())
1 | Mono | block | METHOD_INVOCATION | Flow flowCreated = flowRepository.create_migrated(flow).block()
