1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByToken_migrated(token));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByUsernameAndSource_migrated(referenceType, referenceId, username, source));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByUsernameAndSource(referenceType, referenceId, username, source));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByExternalIdAndSource_migrated(referenceType, referenceId, externalId, source));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByExternalIdAndSource(referenceType, referenceId, externalId, source));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByIdIn_migrated(ids));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByIdIn(ids));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(referenceType, referenceId, userId));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findById(referenceType, referenceId, userId));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByReference_migrated(referenceId, referenceType));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByReference(referenceId, referenceType));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByMember_migrated(memberId, memberType));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByMember(memberId, memberType));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByCriteria_migrated(referenceType, referenceId, criteria));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByCriteria(referenceType, referenceId, criteria));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByReferenceAndMember_migrated(referenceType, referenceId, memberType, memberId));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByReferenceAndMember(referenceType, referenceId, memberType, memberId));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(count_migrated());
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(count());
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByHrids_migrated(hrids));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByHrids(hrids));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByMember_migrated(memberId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByMember(memberId));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated(referenceType, referenceId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll(referenceType, referenceId));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findAll_migrated(referenceType, referenceId, page, size));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(findAll(referenceType, referenceId, page, size));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByIdIn_migrated(ids));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByIdIn(ids));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByName_migrated(referenceType, referenceId, groupName));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByName(referenceType, referenceId, groupName));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(referenceType, referenceId, group));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findById(referenceType, referenceId, group));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated());
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll());
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAllByReferenceId_migrated(environmentId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAllByReferenceId(environmentId));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(search_migrated(environmentId, query));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(search(environmentId, query));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByHrid_migrated(referenceType, referenceId, hrid));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByHrid(referenceType, referenceId, hrid));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByIdIn_migrated(ids));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByIdIn(ids));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAllByCriteria_migrated(criteria));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAllByCriteria(criteria));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByDomain_migrated(domain, page, size));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(findByDomain(domain, page, size));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByDomainAndClient_migrated(domain, client, page, size));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(findByDomainAndClient(domain, client, page, size));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByResources_migrated(resources));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByResources(resources));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByDomainAndClientAndUser_migrated(domain, client, userId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByDomainAndClientAndUser(domain, client, userId));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByDomainAndClientAndResources_migrated(domain, client, resource));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByDomainAndClientAndResources(domain, client, resource));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndClientAndUserAndResource_migrated(domain, client, userId, resource));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByDomainAndClientAndUserAndResource(domain, client, userId, resource));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByDomain_migrated(domain));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByDomain(domain));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndName_migrated(domain, name));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByDomainAndName(domain, name));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(id));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findById(id));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(par));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(par));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(delete_migrated(id));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | return RxJava2Adapter.completableToMono(delete(id));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(purgeExpiredData_migrated());
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated(referenceType, referenceId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll(referenceType, referenceId));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findAll_migrated(referenceType, referenceId, page, size));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(findAll(referenceType, referenceId, page, size));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(search_migrated(referenceType, referenceId, query, page, size));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(search(referenceType, referenceId, query, page, size));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByIdIn_migrated(ids));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByIdIn(ids));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(referenceType, referenceId, role));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findById(referenceType, referenceId, role));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByNameAndAssignableType_migrated(referenceType, referenceId, name, assignableType));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByNameAndAssignableType(referenceType, referenceId, name, assignableType));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByNamesAndAssignableType_migrated(referenceType, referenceId, name, assignableType));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByNamesAndAssignableType(referenceType, referenceId, name, assignableType));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated());
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll());
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByReference_migrated(referenceType, referenceId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByReference(referenceType, referenceId));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByDomain_migrated(domain, page, size));
