1 | Mono | IMPORT
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Flux | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | IMPORT
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | RETURN_TYPE
1 | Mono | empty | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(Mono.empty())
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(group)).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(group)).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(group)).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(group)).block()
1 | Mono | block | METHOD_INVOCATION | final Group existAfterDelete = RxJava2Adapter.maybeToMono(repository.findById(createdGroup.getId())).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup1 = RxJava2Adapter.singleToMono(repository.create(group1)).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup2 = RxJava2Adapter.singleToMono(repository.create(group2)).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByMember(member1)).collectList())
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByMember(member2)).collectList())
1 | Mono | block | METHOD_INVOCATION | List<Group> emptyList = RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(buildGroup())).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(item)).block();
1 | Mono | block | METHOD_INVOCATION | List<Group> groupOfDomain = RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block
1 | Mono | block | METHOD_INVOCATION | List<Group> emptyList = RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID)).collectList().block
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(buildGroup())).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(item)).block();
1 | Mono | block | METHOD_INVOCATION | Page<Group> groupOfDomain = RxJava2Adapter.singleToMono(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 0, 20)).block()
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = RxJava2Adapter.singleToMono(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 0, 5)).block()
1 | Mono | block | METHOD_INVOCATION | groupOfDomain = RxJava2Adapter.singleToMono(repository.findAll(ReferenceType.DOMAIN, DOMAIN_ID, 1, 5)).block()
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(buildGroup())).block()
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByIdIn(ids)).collectList())
1 | Mono | block | METHOD_INVOCATION | Group createdGroup = RxJava2Adapter.singleToMono(repository.create(group)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(group)).block();
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block()
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block()
1 | Mono | block | METHOD_INVOCATION | AccessPolicy apCreated = RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicyOtherDomain)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicyOtherDomain)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy3)).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByDomainAndResource(DOMAIN_ID, RESOURCE_ID)).collectList())
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(accessPolicy3)).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByResources(Arrays.asList(RESOURCE_ID, RESOURCE_ID + "2"))).collectList())
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | Email createdEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | (email)->RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findAll()).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | (email)->RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Mono | block | METHOD_INVOCATION | (email)->RxJava2Adapter.singleToMono(repository.create(buildEmail())).block()
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID)).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | (email)->RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block()
1 | Mono | map | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).map(RxJavaReactorMigrationUtil.toJdkFunction((e)->{
    email.setId(e.getId());
    return e;
})).block
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).block();
1 | Flux | map | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID)).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId)))
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).block();
1 | Mono | block | METHOD_INVOCATION | Email templateEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(email)).block();
1 | Mono | block | METHOD_INVOCATION | Email templateEmail = RxJava2Adapter.singleToMono(repository.create(email)).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifier)).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifier)).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifier)).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifierToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | final AlertNotifier alertNotifierUpdated = RxJava2Adapter.singleToMono(alertNotifierRepository.update(alertNotifierCreated)).block()
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifierToCreate1)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifierToCreate2)).block();
1 | Mono | block | METHOD_INVOCATION | AlertNotifier alertNotifierCreated1 = RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifierToCreate1)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(alertNotifierRepository.create(alertNotifierToCreate2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(botDetection)).block();
1 | Mono | block | METHOD_INVOCATION | BotDetection bdetectionCreated = RxJava2Adapter.singleToMono(repository.create(bdectection)).block()
1 | Mono | block | METHOD_INVOCATION | BotDetection botDetectionCreated = RxJava2Adapter.singleToMono(repository.create(botDetection)).block()
1 | Mono | block | METHOD_INVOCATION | BotDetection botDetectionCreated = RxJava2Adapter.singleToMono(repository.create(botDetection)).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | Form createdForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(form)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(buildForm())).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID)).collectList())
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(form)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(form)).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID)).collectList())
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(form)).block();
1 | Mono | block | METHOD_INVOCATION | Form templateForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(repository.create(form)).block();
1 | Mono | block | METHOD_INVOCATION | Form templateForm = RxJava2Adapter.singleToMono(repository.create(form)).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTrigger)).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTrigger)).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTrigger)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate)).block();
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | final AlertTrigger alertTriggerUpdated = RxJava2Adapter.singleToMono(alertTriggerRepository.update(alertTriggerCreated)).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated1 = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate1)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate2)).block();
1 | Mono | block | METHOD_INVOCATION | AlertTrigger alertTriggerCreated1 = RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate1)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(alertTriggerRepository.create(alertTriggerToCreate2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(application)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(application)).block();
1 | Mono | block | METHOD_INVOCATION | Application createdApplication = RxJava2Adapter.singleToMono(applicationRepository.create(application)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app2)).block();
1 | Mono | block | METHOD_INVOCATION | Application appCreated = RxJava2Adapter.singleToMono(applicationRepository.create(app)).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = RxJava2Adapter.singleToMono(applicationRepository.create(app)).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = RxJava2Adapter.singleToMono(applicationRepository.create(app)).block()
1 | Mono | block | METHOD_INVOCATION | Application appCreated = RxJava2Adapter.singleToMono(applicationRepository.create(app)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app2)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app3)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(applicationRepository.create(app4)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(domainRepository.create(domain)).block();
1 | Flux | collectList | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(domainRepository.findAll()).collectList())
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(domainRepository.create(domain)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(domainRepository.create(otherDomain)).block();
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = RxJava2Adapter.singleToMono(domainRepository.create(domain)).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = RxJava2Adapter.singleToMono(domainRepository.create(domain)).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = RxJava2Adapter.singleToMono(domainRepository.create(domain)).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = RxJava2Adapter.singleToMono(domainRepository.create(domain)).block()
1 | Mono | block | METHOD_INVOCATION | Domain domainCreated = RxJava2Adapter.singleToMono(domainRepository.create(domainToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | final Domain domainUpdated = RxJava2Adapter.singleToMono(domainRepository.update(domainCreated)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(domainRepository.create(domain)).block();
1 | Mono | block | METHOD_INVOCATION | Monitoring monitoringCreated = RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoring)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block();
1 | Mono | block | METHOD_INVOCATION | final Monitoring monitoringCreated = RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(nodeMonitoringRepository.create(monitoringToCreate)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block();
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | Credential credentialCreated = RxJava2Adapter.singleToMono(credentialRepository.create(credential)).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = RxJava2Adapter.singleToMono(serviceResourceRepository.create(resource)).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = RxJava2Adapter.singleToMono(serviceResourceRepository.create(resource)).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = RxJava2Adapter.singleToMono(serviceResourceRepository.create(resource)).block()
1 | Mono | block | METHOD_INVOCATION | ServiceResource resourceCreated = RxJava2Adapter.singleToMono(serviceResourceRepository.create(resource)).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint cratedEntrypoint = RxJava2Adapter.singleToMono(entrypointRepository.create(entrypoint)).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = RxJava2Adapter.singleToMono(entrypointRepository.create(entrypoint)).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = RxJava2Adapter.singleToMono(entrypointRepository.create(entrypoint)).block()
1 | Mono | block | METHOD_INVOCATION | Entrypoint entrypointCreated = RxJava2Adapter.singleToMono(entrypointRepository.create(entrypoint)).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = RxJava2Adapter.singleToMono(installationRepository.create(installation)).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = RxJava2Adapter.singleToMono(installationRepository.create(installation)).block()
1 | Mono | block | METHOD_INVOCATION | Installation installationCreated = RxJava2Adapter.singleToMono(installationRepository.create(installation)).block()
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(organizationUserRepository.create(user)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(organizationUserRepository.create(user)).block();
1 | Mono | block | METHOD_INVOCATION | RxJava2Adapter.singleToMono(organizationUserRepository.create(user)).block();
1 | Mono | block | METHOD_INVOCATION | User userCreated = RxJava2Adapter.singleToMono(organizationUserRepository.create(user)).block()
1 | Mono | block | METHOD_INVOCATION | User userCreated = RxJava2Adapter.singleToMono(organizationUserRepository.create(user)).block()
