1 | Completable | IMPORT
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Completable | OTHER
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Completable | IMPORT
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Single | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Maybe | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Flowable | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Maybe | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Flowable | RETURN_TYPE
1 | Maybe | RETURN_TYPE
1 | Completable | IMPORT
1 | Maybe | IMPORT
1 | Single | IMPORT
1 | Maybe | RETURN_TYPE
1 | Single | RETURN_TYPE
1 | Completable | OTHER
1 | Completable | OTHER
1 | Single | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.create(group).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getReferenceType(), createdGroup.getReferenceId(), createdGroup.getId()).test()
1 | Single | test | METHOD_INVOCATION | final TestObserver<Group> testUpdate = repository.update(toUpdate).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(toUpdate.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findById(createdGroup.getId()).test()
1 | Completable | test | METHOD_INVOCATION | final TestObserver<Void> testDelete = repository.delete(createdGroup.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Group>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByMember(member1)).collectList()).test()
1 | Single | test | METHOD_INVOCATION | testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByMember(member2)).collectList()).test()
1 | Single | test | METHOD_INVOCATION | final TestObserver<List<Group>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByIdIn(ids)).collectList()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findByName(group.getReferenceType(), group.getReferenceId(), group.getName()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Group> testObserver = repository.findByName(group.getReferenceType(), group.getReferenceId(), "unknown").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<AccessPolicy> testObserver = repository.findById(apCreated.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<AccessPolicy> testObserver = repository.update(toUpdate).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver<Void> testObserver = repository.delete(apCreated.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<AccessPolicy>> testObserver = repository.findByDomain(DOMAIN_SINGLE, 0, 20).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<AccessPolicy>> testObserver = repository.findByDomain(DOMAIN10, 0, totalCount + 1).test()
1 | Single | test | METHOD_INVOCATION | testObserver = repository.findByDomain(DOMAIN10, 0, totalCount / 2).test()
1 | Single | test | METHOD_INVOCATION | testObserver = repository.findByDomain(DOMAIN10, 1, totalCount / 2).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<AccessPolicy>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByDomainAndResource(DOMAIN_ID, RESOURCE_ID)).collectList()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<AccessPolicy>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByResources(Arrays.asList(RESOURCE_ID, RESOURCE_ID + "2"))).collectList()).test()
1 | Maybe | test | METHOD_INVOCATION | final TestObserver<Email> testObserver = repository.findById("unknownId").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getReferenceType(), createdEmail.getReferenceId(), createdEmail.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Email> updatedEmail = repository.update(updatableEmail).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testObserver = repository.findById(createdEmail.getId()).test()
1 | Completable | blockingGet | METHOD_INVOCATION | repository.delete(createdEmail.getId()).blockingGet();
1 | Maybe | test | METHOD_INVOCATION | testObserver = repository.findById(createdEmail.getId()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findAll()).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId))).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID)).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId))).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<String> testIdSubscriber = RxJava2Adapter.fluxToFlowable(RxJava2Adapter.flowableToFlux(repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID)).map(RxJavaReactorMigrationUtil.toJdkFunction(Email::getId))).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testMaybe = repository.findByTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, "MyTemplateId").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Email> testSubscriber = repository.findAll().test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Email> testMaybe = repository.findByClientAndTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID, "MyTemplateId").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.findById(alertNotifierCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertNotifierRepository.findById("UNKNOWN").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.create(alertNotifier).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertNotifier> testObserver = alertNotifierRepository.update(updatedAlertNotifier).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver<Void> testObserver1 = alertNotifierRepository.delete(alertNotifierCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertNotifierRepository.findById(alertNotifierCreated.getId()).test().assertEmpty
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertNotifier> testObserver1 = alertNotifierRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertNotifierRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<BotDetection> testSubscriber = repository.findByReference(ReferenceType.DOMAIN, "testDomain").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.findById(bdetectionCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | repository.findById("test").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.create(bDetection).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.update(bDetection).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<BotDetection> testObserver = repository.findById(botDetectionCreated.getId()).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = repository.delete(botDetectionCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | repository.findById(botDetectionCreated.getId()).test().assertEmpty
1 | Maybe | test | METHOD_INVOCATION | final TestObserver<Form> testObserver = repository.findById("unknownId").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getReferenceType(), createdForm.getReferenceId(), createdForm.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Form> updatedForm = repository.update(updatableForm).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testObserver = repository.findById(createdForm.getId()).test()
1 | Completable | blockingGet | METHOD_INVOCATION | repository.delete(createdForm.getId()).blockingGet();
1 | Maybe | test | METHOD_INVOCATION | testObserver = repository.findById(createdForm.getId()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Form>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findAll(ReferenceType.DOMAIN, FIXED_REF_ID)).collectList()).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Form>> testObserver = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(repository.findByClient(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID)).collectList()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testMaybe = repository.findByTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, "MyTemplateId").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Form> testMaybe = repository.findByClientAndTemplate(ReferenceType.DOMAIN, FIXED_REF_ID, FIXED_CLI_ID, "MyTemplateId").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<AlertTrigger> testObserver = alertTriggerRepository.findById(alertTriggerCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertTriggerRepository.findById("UNKNOWN").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertTrigger> testObserver = alertTriggerRepository.create(alertTrigger).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<AlertTrigger> testObserver = alertTriggerRepository.update(updatedAlertTrigger).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver<Void> testObserver1 = alertTriggerRepository.delete(alertTriggerCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | alertTriggerRepository.findById(alertTriggerCreated.getId()).test().assertEmpty
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertTrigger> testObserver1 = alertTriggerRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertTriggerRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertTrigger> testObserver1 = alertTriggerRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertTrigger> testObserver1 = alertTriggerRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertTriggerRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<AlertTrigger> testObserver1 = alertTriggerRepository.findAll(ReferenceType.DOMAIN, DOMAIN_ID).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = alertTriggerRepository.findByCriteria(ReferenceType.DOMAIN, DOMAIN_ID, criteria).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<Application>> testObserver = applicationRepository.findByDomain("testDomain", 0, Integer.MAX_VALUE).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Application> testSubscriber = applicationRepository.findByDomainAndExtensionGrant("testDomain", "test-grant").test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Application> testObserver = applicationRepository.findByDomainAndClientId("testDomain", "clientId1").test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<Application>> testObserver = applicationRepository.findByDomain("testDomainPagination", 1, 1).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Application> testObserver = applicationRepository.findById(appCreated.getId()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Application> testSubscriber = applicationRepository.findByIdentityProvider(appCreated.getIdentities().iterator().next()).test()
1 | Maybe | test | METHOD_INVOCATION | applicationRepository.findById("test").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<Application> testObserver = applicationRepository.create(application).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Application> testObserver = applicationRepository.update(updatedApp).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Application> testObserver = applicationRepository.findById(appCreated.getId()).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = applicationRepository.delete(appCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | applicationRepository.findById(appCreated.getId()).test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<Application>> testObserver = applicationRepository.search(domain, "clientId", 0, Integer.MAX_VALUE).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Page<Application>> testObserver = applicationRepository.search(domain, "clientId*", 0, Integer.MAX_VALUE).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<List<Domain>> testObserver1 = RxJava2Adapter.monoToSingle(RxJava2Adapter.flowableToFlux(domainRepository.findAll()).collectList()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Domain> testObserver1 = domainRepository.findAllByReferenceId("environment#1").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Domain> testSubscriber = domainRepository.findByIdIn(Collections.singleton(domainCreated.getId())).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Domain> testObserver = domainRepository.findById(domainCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | domainRepository.findById("test").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<Domain> testObserver = domainRepository.create(domain).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Domain> testObserver = domainRepository.update(updatedDomain).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Domain> testObserver = domainRepository.findById(domainCreated.getId()).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = domainRepository.delete(domainCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | domainRepository.findById(domainCreated.getId()).test().assertEmpty
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Domain> testObserver1 = domainRepository.findAllByCriteria(criteria).test()
1 | Flowable | test | METHOD_INVOCATION | testObserver1 = domainRepository.findAllByCriteria(criteria).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Domain> testObserver1 = domainRepository.search("environment#1", "testName").test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Monitoring> testObserver = nodeMonitoringRepository.create(alertNotifier).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Monitoring> testObserver = nodeMonitoringRepository.update(updatedMonitoring).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Monitoring> obs = nodeMonitoringRepository.findByNodeIdAndType(NODE_ID, MONITORING_TYPE).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Monitoring> obs = nodeMonitoringRepository.findByTypeAndTimeFrame(MONITORING_TYPE, from, to).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testObserver = credentialRepository.findByUserId(credential.getReferenceType(), credential.getReferenceId(), credential.getUserId()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber = credentialRepository.findByUsername(credential.getReferenceType(), credential.getReferenceId(), credential.getUsername()).test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber = credentialRepository.findByCredentialId(credential.getReferenceType(), credential.getReferenceId(), credential.getCredentialId()).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Credential> testObserver = credentialRepository.findById(credentialCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | credentialRepository.findById("test").test().assertEmpty
1 | Single | test | METHOD_INVOCATION | TestObserver<Credential> testObserver = credentialRepository.create(credential).test()
1 | Single | test | METHOD_INVOCATION | TestObserver<Credential> testObserver = credentialRepository.update(updateCredential).test()
1 | Maybe | test | METHOD_INVOCATION | TestObserver<Credential> testObserver = credentialRepository.findById(credentialCreated.getId()).test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = credentialRepository.delete(credentialCreated.getId()).test()
1 | Maybe | test | METHOD_INVOCATION | credentialRepository.findById(credentialCreated.getId()).test().assertEmpty
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = credentialRepository.deleteByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber2 = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = credentialRepository.deleteByUserId(ReferenceType.DOMAIN, "domain-id", "wrong-user-id").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber2 = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Completable | test | METHOD_INVOCATION | TestObserver testObserver1 = credentialRepository.deleteByAaguid(ReferenceType.DOMAIN, "domain-id", "aaguid").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<Credential> testSubscriber2 = credentialRepository.findByUserId(ReferenceType.DOMAIN, "domain-id", "user-id").test()
1 | Flowable | test | METHOD_INVOCATION | TestSubscriber<ServiceResource> testDomain = serviceResourceRepository.findByReference(ReferenceType.DOMAIN, "testDomain").test()
